Date Of Death Year,Date Of Death Month,Sex,Race/Ethnicity,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Note,flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
2019,1,Male (M),Non-Hispanic White,45-54 years,5681,4265,54,1060,215,,95,117,55,62,41,1203,144,0,0,09/03/2020,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,1,Male (M),Non-Hispanic White,5-14 years,135,70,0,18,,0,,,,0,,,,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,1,Male (M),Non-Hispanic White,55-64 years,14354,12841,192,3881,555,29,250,774,165,170,123,3515,412,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,1,Male (M),Non-Hispanic White,65-74 years,21834,20742,294,6282,856,208,406,1660,392,356,150,5561,756,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,1,Male (M),Non-Hispanic White,75-84 years,25992,24992,342,6212,823,892,532,2031,549,493,183,6453,1252,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,1,Male (M),Non-Hispanic White,85 years and over,26509,25570,321,3612,533,1695,702,1497,463,573,292,8241,1597,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,1,Male (M),Other,0-4 years,55,47,0,,0,0,,0,,0,,,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,1,Male (M),Other,15-24 years,35,,0,,,0,0,0,0,0,0,0,0,0,0,09/03/2020,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,
2019,1,Male (M),Other,25-34 years,55,17,,,,0,,0,,,,,0,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,1,Male (M),Other,35-44 years,76,42,0,,,0,,,,,0,13,,0,0,09/03/2020,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,1,Male (M),Other,45-54 years,118,92,,20,,0,,,,,,26,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,1,Male (M),Other,5-14 years,,,0,,0,0,0,0,0,0,0,0,0,0,0,09/03/2020,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,,,,,
2019,1,Male (M),Other,55-64 years,272,248,,49,15,0,,14,,,,100,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,1,Male (M),Other,65-74 years,258,236,,72,12,,,22,,,,68,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,1,Male (M),Other,75-84 years,181,175,,45,,,,14,,,,54,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,1,Male (M),Other,85 years and over,122,118,0,,,,,10,,,,47,,0,0,09/03/2020,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Female (F),Hispanic,0-4 years,198,183,0,,0,0,,0,0,0,14,,,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,Female (F),Hispanic,15-24 years,114,47,0,19,,0,,,0,0,0,,,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,Female (F),Hispanic,25-34 years,170,96,,28,,0,,,,,0,13,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,2,Female (F),Hispanic,35-44 years,288,217,0,81,12,0,10,,,,,25,,0,0,09/03/2020,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Female (F),Hispanic,45-54 years,498,428,14,154,33,0,17,,,10,,59,29,0,0,09/03/2020,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2019,2,Female (F),Hispanic,5-14 years,43,33,,12,0,0,,0,,0,0,,0,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,
2019,2,Female (F),Hispanic,55-64 years,946,895,20,342,61,,38,24,,27,,138,38,0,0,09/03/2020,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2019,2,Female (F),Hispanic,65-74 years,1258,1219,20,402,104,24,25,31,26,32,,225,78,0,0,09/03/2020,,,,,,,,,,,,Suppressed (counts 1-9),,,,
2019,2,Female (F),Hispanic,75-84 years,1772,1734,27,362,103,123,46,83,49,47,,362,130,0,0,09/03/2020,,,,,,,,,,,,Suppressed (counts 1-9),,,,
2019,2,Female (F),Hispanic,85 years and over,2486,2428,24,241,84,326,66,93,37,48,20,666,221,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,2,Female (F),Non-Hispanic American Indian or Alaska Native,0-4 years,,,0,0,0,0,0,0,0,0,,0,0,0,0,09/03/2020,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,Suppressed (counts 1-9),,,,
2019,2,Female (F),Non-Hispanic American Indian or Alaska Native,15-24 years,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,09/03/2020,,,Suppressed (counts 1-9),,,,,,,,,,,,,
2019,2,Female (F),Non-Hispanic American Indian or Alaska Native,25-34 years,29,12,0,,,0,0,0,0,,0,0,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,
2019,2,Female (F),Non-Hispanic American Indian or Alaska Native,35-44 years,39,28,0,,,0,,0,0,,0,,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,
2019,2,Female (F),Non-Hispanic American Indian or Alaska Native,45-54 years,64,50,,12,,0,0,,0,,0,,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,Female (F),Non-Hispanic American Indian or Alaska Native,5-14 years,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/03/2020,,Suppressed (counts 1-9),,,,,,,,,,,,,,
2019,2,Female (F),Non-Hispanic American Indian or Alaska Native,55-64 years,112,106,,21,12,0,,,,,,16,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Female (F),Non-Hispanic American Indian or Alaska Native,65-74 years,133,130,,33,,0,,14,0,,0,25,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,2,Female (F),Non-Hispanic American Indian or Alaska Native,75-84 years,128,125,,18,10,,,14,,10,,26,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Female (F),Non-Hispanic American Indian or Alaska Native,85 years and over,110,110,0,,,10,,15,,,,30,,0,0,09/03/2020,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Female (F),Non-Hispanic Asian,0-4 years,28,28,0,,0,0,,0,0,0,,,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,2,Female (F),Non-Hispanic Asian,15-24 years,13,,0,,,0,0,0,0,0,0,0,0,0,0,09/03/2020,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,
2019,2,Female (F),Non-Hispanic Asian,25-34 years,36,17,0,,0,0,,0,0,0,,0,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2019,2,Female (F),Non-Hispanic Asian,35-44 years,52,45,0,20,,0,,0,0,0,,,,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,Female (F),Non-Hispanic Asian,45-54 years,154,137,0,84,,0,,0,0,,,14,,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Female (F),Non-Hispanic Asian,5-14 years,,,0,,0,0,,0,0,0,0,,0,0,0,09/03/2020,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,
2019,2,Female (F),Non-Hispanic Asian,55-64 years,250,238,,119,12,0,,,,,0,34,14,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2019,2,Female (F),Non-Hispanic Asian,65-74 years,440,420,,149,27,,14,,10,11,,78,35,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,
2019,2,Female (F),Non-Hispanic Asian,75-84 years,684,659,,139,46,35,24,26,11,18,,133,64,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
2019,2,Female (F),Non-Hispanic Asian,85 years and over,1191,1164,14,113,51,148,60,34,13,28,10,287,101,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,2,Female (F),Non-Hispanic Black,0-4 years,247,224,,,0,0,,0,,0,28,,0,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,
2019,2,Female (F),Non-Hispanic Black,15-24 years,120,52,,,,0,,,,0,,19,,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Female (F),Non-Hispanic Black,25-34 years,268,173,,25,15,0,,,,,,38,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Female (F),Non-Hispanic Black,35-44 years,498,395,,103,17,0,11,,12,11,,86,22,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,
2019,2,Female (F),Non-Hispanic Black,45-54 years,961,853,18,261,43,,19,21,10,30,,219,49,0,0,09/03/2020,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,
2019,2,Female (F),Non-Hispanic Black,5-14 years,45,28,,,,0,,,,0,,,0,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,2,Female (F),Non-Hispanic Black,55-64 years,2189,2087,54,678,120,10,52,112,30,58,12,473,98,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,2,Female (F),Non-Hispanic Black,65-74 years,2775,2707,64,781,175,44,50,146,47,107,20,614,177,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,2,Female (F),Non-Hispanic Black,75-84 years,2896,2853,58,595,143,179,57,109,41,103,22,697,235,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,2,Female (F),Non-Hispanic Black,85 years and over,3374,3328,44,365,115,345,67,92,24,95,55,919,322,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,2,Female (F),Non-Hispanic White,0-4 years,345,307,,,0,0,,0,,,32,,,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,Female (F),Non-Hispanic White,15-24 years,322,102,,17,,0,,,,,,16,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Female (F),Non-Hispanic White,25-34 years,799,374,10,73,11,0,14,,,,14,51,11,0,0,09/03/2020,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2019,2,Female (F),Non-Hispanic White,35-44 years,1329,856,15,270,44,0,33,14,14,,27,128,27,0,0,09/03/2020,,,,,,,,,,,Suppressed (counts 1-9),,,,,
2019,2,Female (F),Non-Hispanic White,45-54 years,3220,2617,48,917,113,,92,165,43,34,32,434,87,0,0,09/03/2020,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,2,Female (F),Non-Hispanic White,5-14 years,105,74,,16,0,0,11,,,,,,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,Female (F),Non-Hispanic White,55-64 years,8308,7693,137,2784,262,52,203,683,127,96,67,1384,239,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,2,Female (F),Non-Hispanic White,65-74 years,14506,14033,289,4606,490,293,308,1461,265,224,102,2586,647,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,2,Female (F),Non-Hispanic White,75-84 years,21758,21148,326,4608,563,1435,479,2127,420,387,204,4517,1310,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,2,Female (F),Non-Hispanic White,85 years and over,37038,35925,400,3415,560,3934,1032,1937,502,574,582,10487,2866,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,2,Female (F),Other,0-4 years,39,32,0,,0,0,,,0,0,,,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,2,Female (F),Other,15-24 years,13,,0,,0,0,0,0,0,,0,0,0,0,0,09/03/2020,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,
2019,2,Female (F),Other,25-34 years,34,17,0,,,0,0,0,0,0,,,,0,0,09/03/2020,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,Female (F),Other,35-44 years,34,28,,,,0,,0,0,,0,,,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,Female (F),Other,45-54 years,68,55,0,12,,0,,,0,,,16,,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Female (F),Other,5-14 years,,,0,0,0,0,0,0,0,0,,0,,0,0,09/03/2020,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Female (F),Other,55-64 years,123,104,,33,,0,0,,,,,26,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Female (F),Other,65-74 years,166,159,,44,,,,14,,,0,41,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,2,Female (F),Other,75-84 years,169,164,,33,,,,22,,,,33,12,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,2,Female (F),Other,85 years and over,177,171,0,18,,26,,,,,,44,19,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,2,Male (M),Hispanic,0-4 years,219,194,,,0,0,,,,,17,,,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,Male (M),Hispanic,15-24 years,321,72,0,21,,0,,,,,,,,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,Male (M),Hispanic,25-34 years,483,154,,28,,0,,,,0,,30,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Male (M),Hispanic,35-44 years,621,350,,56,25,,17,,,,,82,16,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,2,Male (M),Hispanic,45-54 years,1001,781,12,151,47,,28,11,10,15,11,218,40,0,0,09/03/2020,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,2,Male (M),Hispanic,5-14 years,52,29,,,0,0,,,,0,0,,0,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,
2019,2,Male (M),Hispanic,55-64 years,1587,1380,26,361,99,,39,33,20,29,14,351,73,0,0,09/03/2020,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,2,Male (M),Hispanic,65-74 years,1712,1631,19,476,137,22,32,40,35,46,13,392,83,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,2,Male (M),Hispanic,75-84 years,1699,1628,32,349,111,69,52,65,28,38,,430,117,0,0,09/03/2020,,,,,,,,,,,,Suppressed (counts 1-9),,,,
2019,2,Male (M),Hispanic,85 years and over,1575,1543,29,190,70,130,49,77,30,32,14,439,115,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,2,Male (M),Non-Hispanic American Indian or Alaska Native,0-4 years,10,,0,0,0,0,,0,0,0,,0,0,0,0,09/03/2020,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2019,2,Male (M),Non-Hispanic American Indian or Alaska Native,15-24 years,25,,0,,,0,0,0,0,0,0,0,0,0,0,09/03/2020,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,
2019,2,Male (M),Non-Hispanic American Indian or Alaska Native,25-34 years,54,26,,,,0,,0,0,0,,,0,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,2,Male (M),Non-Hispanic American Indian or Alaska Native,35-44 years,65,40,,,,0,,,0,,,,0,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,2,Male (M),Non-Hispanic American Indian or Alaska Native,45-54 years,89,70,0,,,0,,,0,,,14,,0,0,09/03/2020,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Male (M),Non-Hispanic American Indian or Alaska Native,5-14 years,,,0,0,0,0,0,0,0,0,0,0,0,0,0,09/03/2020,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,,
2019,2,Male (M),Non-Hispanic American Indian or Alaska Native,55-64 years,194,164,,43,17,0,,,,,,44,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Male (M),Non-Hispanic American Indian or Alaska Native,65-74 years,193,185,,56,13,,,11,,,,46,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Male (M),Non-Hispanic American Indian or Alaska Native,75-84 years,155,147,,30,15,,,12,,,0,32,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,2,Male (M),Non-Hispanic American Indian or Alaska Native,85 years and over,74,73,,10,,,,,,0,,21,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Male (M),Non-Hispanic Asian,0-4 years,30,27,0,,0,0,0,0,0,0,0,0,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,,,,,,,,,
2019,2,Male (M),Non-Hispanic Asian,15-24 years,41,10,0,,,0,0,0,0,0,,,,0,0,09/03/2020,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,Male (M),Non-Hispanic Asian,25-34 years,84,36,0,,,0,,0,0,0,0,,,0,0,09/03/2020,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,2,Male (M),Non-Hispanic Asian,35-44 years,89,67,0,19,,0,,0,0,,,19,,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,2,Male (M),Non-Hispanic Asian,45-54 years,218,190,,66,,0,,,,,,50,16,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,2,Male (M),Non-Hispanic Asian,5-14 years,,,0,0,0,0,,0,0,0,0,0,,0,0,09/03/2020,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,
2019,2,Male (M),Non-Hispanic Asian,55-64 years,406,376,,151,20,,,0,,,,103,20,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,2,Male (M),Non-Hispanic Asian,65-74 years,588,560,,205,39,,12,17,12,14,,123,46,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,
2019,2,Male (M),Non-Hispanic Asian,75-84 years,835,807,12,185,40,20,17,45,23,24,,222,66,0,0,09/03/2020,,,,,,,,,,,,Suppressed (counts 1-9),,,,
2019,2,Male (M),Non-Hispanic Asian,85 years and over,852,836,,129,24,49,47,45,16,19,,214,78,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
2019,2,Male (M),Non-Hispanic Black,0-4 years,309,272,,0,0,0,,,,,39,,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
